Comment #,Assigned to:,Sentence,Prosocial,Abusive
14079581,590810,You can send it to us at drmradio@ymail.com.,N/A,No
14079581,590810,"Or call us on 085 2455043 between 9am to 10pm , Mon to Sat. Thank you , Michael Quinn .",N/A,No
14079581,590810,------------------------------------------ John,N/A,No
14079672,572043,OMG unfortunately they are very good at hot air. did n't see any massive demos to prosecute the kiddie fiddlers amongst the Christian Brothers .,N/A,No
14080004,587516,There are lot 's of asiatic people besides turks .,N/A,No
14080004,587516,My last post here if you do n't post in Macedonian thread .,N/A,No
14080098,578730,"Thank You , Are you THEA charles Martell ??",N/A,No
14080098,578730,"I think i heard your name on the stromfront radio , im honored .",N/A,No
14080098,578730,God bless in either case,N/A,No
14080157,572071,"And on another note , we have some news : Ruger Corporate Sturm , Ruger & Company , Inc. Reports Strong First Quarter Bookings March 21 , 2012 Sturm , Ruger & Company , Inc. ( NYSE : RGR ) , announced today that for the first quarter 2012 , the Company has received orders for more than one million units .",N/A,No
14080157,572071,"Therefore , the Company has temporarily suspended the acceptance of new orders .",N/A,No
14080170,577768,It is an extremely cruel act against the poor Vodka-bottle forcing it to spend it 's time forever close to a jew .,N/A,Yes
14080206,575124,Please show me one real picture of present day bulgarian who looks like this painting and I 'll give you 1 000 000 Euro cash,N/A,No
14080293,577101,"I've replied to a few posts by guys in the past and got no reply back , so some of us ladies ARE actually trying",N/A,No
14080436,597827,"This savage has n't moved on from 300 years ago where her ancestors used to cook their enemies in cauldrons , ghastly people .",N/A,Yes
14080477,574918,Please stop this nonsense all of you !,N/A,No
14080477,574918,I understand that we are all proud people with very well defined beliefs but fighting amongst each other is really counterproductive .,N/A,No
14080742,575149,"Great,i didnt knew you guys opened this thread Their accent will be super funny for you , but this Belgrade Band is singing some of the most famous Irish and Celtic songs .",N/A,No
14080742,575149,YouTube - Orthodox Celts - Star Of The County Down,N/A,No
14080747,579408,The powers that be want all Whites dumbed down with Negro blood .,N/A,Yes
14080747,579408,They all need to be sent back to Afreka along with the Joos that control our politicians .,N/A,Yes
14080747,579408,Liberia Awaits,N/A,No
14080957,572071,"Here are the only ones I have ever seen Taras.Bulba. [ 1962 ] - YouTube Wow , there is a re-make of Taras Bulba .",N/A,No
14080957,572071,Taras Bulba ( 2009 ) ( English subtitles ) .,N/A,No
14080957,572071,- YouTube,N/A,Yes
14081124,574445,I'm not running and giving it to the muds .,N/A,Yes
14081124,574445,You can call it a lost cause but I call it home .,N/A,No
14081406,575257,"In several of your posts , you 've managed to show us that you 're not a white nationalist A white nationalist looks out for each others .",N/A,No
14081406,575257,You 've managed to do the total opposite and created meaningless arguments that will get us nowhere .,N/A,No
14081846,578492,"They are beating each other to death everywhere , just look what they do to each other in Africa .",N/A,Yes
14081846,578492,We should just isolate them so those mutated monkeys can completely whipe each other out .,N/A,Yes
14081935,573460,Have you slavs that live in the West ever seen these Western Devils and their obsession with American football .,N/A,No
14081935,573460,I am so tired of it .,N/A,No
14081935,573460,I hope my negroes beat your negroes .,N/A,No
14081935,573460,It is stupid,N/A,No
14082109,593073,I just got a group started in my area Roswell Aryan Front and we 're looking for people to join or groups to join with if anyone is interested in joing or knows or is part of a group that is recruiting send me a private message or e-mail appreciate it .,N/A,No
14082109,593073,14/88,N/A,No
14082280,596473,"So ok We are not idiots , but We see and do not act .",N/A,No
14082280,596473,How to call someone who agrees for slow doom of him self and his people ??,N/A,No
14082397,575432,The worst city I have ever seen in person was Miami Florida .,N/A,Yes
14082397,575432,It is 85 % Black and latin American .,N/A,Yes
14082397,575432,Truly disgusting,N/A,Yes
14082484,594293,"Hey, I 'm looking to meet new people maybe find myself a nice white boy .",N/A,No
14082484,594293,I 'm 20 and in Vancouver .,N/A,No
14082484,594293,I just moved back here from sask. And do n't know many people .,N/A,No
14082532,583329,saysay.jpg say say with a candle 2.jpg This is my nearly 3 year old cat called Say-Say .,N/A,No
14082532,583329,His full name is Saylum .,N/A,No
14082538,578085,This is a picture of my youngest cat ( Cheeto ) hanging out with my oldest dog ( Nebbie ) .,N/A,No
14082538,578085,It 's amazing how well dogs and cats get along when they are raised together .,N/A,No
14082630,572182,"Thank you , she definitely is something else !",N/A,No
14082630,572182,She is certainly an enigma .,N/A,No
14082630,572182,I will soon post photos of my cats .... 6 of them .,N/A,No
14082631,574522,looking forward to it how lucky are we to have such gorgeous babies. i could n't survive without my kids ( and i certainly consider them my kids with the personalities they have lol ),N/A,No
14082688,578322,"I told my daughter if I saw one photo like that on her Facebook page , I 'd let her brother hack her account , then photoshop it at will .",N/A,No
14082739,597968,Thanks!,N/A,No
14082739,597968,I need to get pics of her tonight when I get done shaving her .,N/A,No
14082739,597968,I want to get it done by a pro but money is tight .,N/A,No
14082741,597968,Sorry I did n't get too cut her this weekend she was sick .,N/A,No
14082741,597968,I was actually scared a few times .,N/A,No
14082741,597968,She was dragging her blanket around and went in the closet to get her warm sweater .,N/A,No
14082789,578957,Yeah.,N/A,No
14082789,578957,"As a matter of fact , I do kinda notice that among them .",N/A,No
14082789,578957,"It 's usually the `` gangstas '' that use this pose .. and some scene kids , but even scene kids listen to ( c ) rap / hip hop , so ..",N/A,No
14082789,578957,Haha Doze gangstaas don kno sheeeeiit bout pimpin,N/A,No
14083173,585426,I guess I should have known that there are too many bleeding heart liberals in the NW to get an answer to this thread .,N/A,No
14083173,585426,I 'm too close to the left coast .,N/A,No
14083415,575256,"If they 're not related , they 're not all Slavs .",N/A,No
14083415,575256,"There are southern theories for the origins of the Slavs , you know .",N/A,No
14083435,573828,Incredible range of animals we 've got here .,N/A,No
14083435,573828,"I intend to get a big dog in time for next year 's elections , but no pigs , lizards , parrots or raccoons ...",N/A,No
14083439,575257,It IS our business when you are making territorial claims on Bulgarian land and claiming a part of Bulgarian history as yours .,N/A,No
14083587,581116,Indeed.,N/A,No
14083587,581116,I 'm planning to have a little gathering to remember the good old days .,N/A,No
14083587,581116,"Some candle light , a good drink , a forbidden flag on the wall and Triumph des Willens on the telly .",N/A,No
14084091,572349,It warms my heart to see that apparently there 's more than just one pro-White organization in San Diego area planning activities !,N/A,No
14084258,586432,"123 - BG 456 - MK 78 - BG 910 - MK 6 errors from 10 , as you see is same like before , average answares are 5 / 5 , 1 less or more do n't change it .",N/A,No
14084258,586432,"I take fotos from alphabetical order , only select clear big fotos .",N/A,No
14084299,583388,"where can i get more info on PU , like how big it is and stuff ? also want to get some better info on `` natiocracy '' and `` social nationalism ''",N/A,No
14084320,574854,"I got nothing against the Slavs , just we are NOT slavs .",N/A,No
14084320,574854,We are part of the thraco-celtic ethnic group .,N/A,No
14084320,574854,Here 's a salute from Bulgaria to all comrades : http://zazz.bg/play : cf3bf803,N/A,No
14084576,586635,we all want the females that are smart and look like top model but imporant is to ask ourselves : do we deserve ?,N/A,No
14084657,587495,"Well I talk to her because no one else writes here except her and me , you only write here when she says something stupid , if I did n't write to her this place would just die off .",N/A,No
14084694,573460,All I got from that is ...,N/A,No
14084694,573460,I got sloppy seconds after some Muslims used this girl .,N/A,Yes
14084694,573460,At least she goes to church now LOL,N/A,No
14084783,587620,Thank God for that .,N/A,No
14084783,587620,It 's probably actually a good thing no one fits your standards ; that way no one has to deal with you .,N/A,No
14084809,585727,And I 've seen many Serbian members here trying to prove Serbs are the oldest people on Earth .,N/A,No
14084809,585727,https : //www.stormfront.org/forum/t384418 / https : //www.stormfront.org/forum/t291185 / https : //www.stormfront.org/forum/t113191 / https : //www.stormfront.org/forum/t46864 / https : //www.stormfront.org/forum/t101175 / https : //www.stormfront.org/forum/t118865 / https : //www.stormfront.org/forum/t142566/,N/A,Yes
14084932,584601,"Yep, her name is Thunderphoenix .",N/A,No
14084932,584601,Because I pulled her from the ashes and I 'll bring her back to the condition she was before she was put in the hands of a neglectful old lady and a hard * * * * teenager .,N/A,No
14084943,575124,"I proved that fyromanians are blind people and if I show them picture of beautiful white bulgarian girl and not told them that she is bulgarian they will see at her as a white european which is it , instead of calling her `` tatar '' or `` mongol '' which is not .",N/A,No
14085011,574872,"Yeah, when I was younger there were some old lady in my street and kids thought that she is Baba Roga , so one day I waited for her with some pipe , I almost boke her backs ...",N/A,No
14085035,583274,I dont drive a Ford but I got a s-10 with a 6 inch lift on it 34 inch mickie thompson swampers rollbar and the kc lights on the rollbar .,N/A,No
14085318,578492,"I agree , it is about time to stop this , it is the same story every time and nothing good will come from it .",N/A,No
14085464,587495,It's Mein Kampf and no he never said anything about killing every jew on the earth like the jews claim he wanted to do .,N/A,No
14085649,578905,Please quote me where I 've implied or have said that .,N/A,No
14085649,578905,You love pulling things out of your ass do n't you .,N/A,No
14085846,598114,Oh... and I was going to use this idea next time I met a girl .,N/A,No
14085846,598114,Note to self : lose the wombat .,N/A,No
14085846,598114,Maybe try a badger instead ?,N/A,No
14085859,572109,"Somehow, it is not hard for me to imagine you fighting off an entire police force , you certainly sound mean enough .",N/A,No
14086216,573410,I would think most girls would like to dress and look nice for their man anyways .,N/A,No
14086216,573410,So he can show her off like a brand new sparkly jewel etc etc .,N/A,No
14086607,573436,As long as she does n't look like she just came off the set for a rap video or wears sweatpants in public I 'm pretty flexible .,N/A,No
14086659,598171,Wow!,N/A,No
14086659,598171,That could be cool !,N/A,No
14086659,598171,If you were deaf you would n't hear all the `` multiculturalism enriches our society '' rubbish .,N/A,No
14086659,598171,2508,N/A,No
14086660,576928,It could just be vanity and not wanting to be seen wearing a hearing aid as maybe they see it as an `` old persons '' thing .,N/A,No
14087829,572223,Finding ourselves having to live here in annexed Aztlan is all the more reason to band together .,N/A,No
14087829,572223,"Behind every avatar is an actual person , and we can even meet .",N/A,No
14087829,572223,I 've seen it happen .,N/A,No
14088243,580448,I believe if your looking you 'll never find true love .,N/A,No
14088243,580448,Its comes when u least expect it ... there 's always someone out there for everyone.that 's my belief .,N/A,No
14088263,577767,"...mating with other mulattos would be ideal , but since there are n't huge numbers of mulatto children compared to those of Whites or blacks I 'd rather see them up with blacks so that White bloodlines stay intact .",N/A,Yes
14088622,580084,"I wish it was n't real , but it is .",N/A,No
14088622,580084,"I lived in a town when I was younger ( here in colorado ) It was tiny , took maybe 30 minutes to walk across the whole town .",N/A,No
14088622,580084,"The town consisted of , probably 25 % white , and the rest mexican .",N/A,No
14088622,580084,Where I live now it is n't so bad .,N/A,No
14088710,598300,im new on here and was just wanderin if any ladies are intrested i a good oel southernman from tennessee send me a messege .,N/A,No
14088799,598309,Well if you like to travel mine advice is if they are n't anyone with same beliefs then look in other places and broaden you experiences in other places,N/A,No
14088893,579219,on here look in your state. its important that white women speak about it to white men that are on the edge of being liberals or not lol or brainwashed fruit cakes.you can shock them wake them up or remind them. keep it up do n't get down on yourself. men will do whatever a woman says right lol,N/A,No
14088896,573561,I'm an adult in my late 30s .,N/A,No
14088896,573561,I had no luck driving .,N/A,No
14088896,573561,I have been trying to find a job but the mexicans take everything we had .,N/A,Yes
14089145,598330,The ability to run really quietly and lots of chloroform .,N/A,No
14089145,598330,You gotta surprise them ' else they get away .,N/A,No
14089145,598330,Works for me .,N/A,No
14090065,598377,haha; im a 19 y.o white male from newcastle area - but im moving back to sydney very soon ( west sydney im afraid lol ),N/A,No
14090367,572043,Brother You remind Me of a Young Meatloaf !,N/A,No
14090367,572043,Awesome band back in the day !,N/A,No
14090367,572043,Hell of a show as well !,N/A,No
14090367,572043,White Power Brother !,N/A,No
14090371,596470,I'll put money on it Amy this is the photo the females hate you are a stunning girl do n't let no1 drag you down .,N/A,No
14090707,573600,You changed your name .,N/A,No
14090707,573600,I knew I had never seen that name on here before and you have so many post then I clicked on your profile and saw it was you Lyn .,N/A,No
14090820,598415,there's a spirit rising a spirit called my blood a spirit that needs purity a spirit that needs one one in mind,N/A,No
14090982,598408,Here's one of me I think it 's several months old though I am not certain .,N/A,No
14090982,598408,I normally have a goatee .,N/A,No
14091374,577926,"There use to be meetings here then it got down to one a year at folk fest now , I do n't know of any get togethers in South Florida .",N/A,No
14091425,573498,Hey momofsix .. to have six kids is a great gift that you have given our race and for that i thank you they are lucky to have such awesome parents as you two,N/A,No
14091522,581882,I wonder how many moms would kill to look that good after having a kid .,N/A,No
14091522,581882,Let alone 6 of them .,N/A,No
14091522,581882,You 're beautiful !,N/A,No
14092208,573898,"I'm not in the Chicago area , but I do know some people in the Chicago area .",N/A,No
14092208,573898,Tell us more about yourself .,N/A,No
14092211,598500,"I live in Napervile , and CF < let me know when ya have a date for that get together , I would love to go .",N/A,No
14092376,575206,"Yes, Philidelphia has been over run with black savages , left and right .",N/A,No
14092376,575206,That 's all I ever see on the morning news .,N/A,No
14092376,575206,"Well I 'm in the vicinity , anyone up for a chat ?",N/A,No
14092638,572043,"I'm off out to a metal show , this is what my knees looked like after the last death metal show i went too ...",N/A,No
14093164,576626,hey im looking to talk to/meet ppl around my age in my area 16/f/poway sanDiego any1 around me wanna message back to this that be awesome thnkx,N/A,No
14093243,585513,Few pics taken this summer ...,N/A,No
14093243,585513,"Eeeeh , that was a great summer .",N/A,No
14093243,585513,My friend Mar with nice blue-eyed cat .,N/A,No
14093243,585513,Me and Pawel .,N/A,No
14093667,585978,"these are two pictures of me , l am a proud Croatian redneck , l drink rakija , eat lamb and get in fights as often as l can and l go to the gym once a week , yihaa !!!!!!",N/A,No
14093777,598591,Since you are new let me direct you to a site that also has good info and puts out a paper called the Nationalist Times .,N/A,No
14093777,598591,ANU.ORG is the address read and enjoy !,N/A,No
14093901,580058,Every one stop making fun of other people 's pic 's were all a white family.By the way all you lady 's on here are looking fine to bad i 'm only 16 .,N/A,No
14093911,598594,"Well for all of my friends down there , we all got thrown out of the big local bar in this little town and it 's all my fault hahahahahaha I do n't think we 'll be welcome back for a LONG time .",N/A,No
14093911,598594,"I swear , you ca n't take us anywhere .....",N/A,No
14093967,598602,"mine was when i was about 5 or 6 , she was the same age. julie was her name blond and used to hum while eating , i remember the kiss was in the bushes behind a garden. last i heard she became a jehovas witness. ah well .",N/A,No
14093987,574818,Dusty Rhodes ?!,N/A,No
14093987,574818,There 's a name from the past !,N/A,No
14093987,574818,"Back in 1981 Dusty used to show up in bars in Tampa , where my band was playing , get up onstage with us and sing `` Johnny Be Good '' and `` Long-Haired Country Boy '' , the only two songs he knew .",N/A,No
14093991,573976,Ok Ignore the one pic. that is n't so good ....,N/A,No
14093991,573976,What color hair looks best ? the one in the middle is the natural color ... but i like to color it because in the summer it turns a weird color that isnt very pretty ...,N/A,No
14094053,598611,First kiss was behind the church door in third grade .,N/A,No
14094053,598611,30 years later we got married .,N/A,No
14094053,598611,5 years later we split up .,N/A,No
14094053,598611,Last time I kissed her .... yesterday .,N/A,No
14094150,598615,To me and the rest of my commrades on this wonderfull White Day !!! I hope you have loads of fun and be safe !!!!,N/A,No
14094272,598627,i used to go out with younger women but i just dont understand them any more. i would prefer low 30s were they have gotten some of the wildness out of them .,N/A,No
14094305,597900,my first kiss was a girl that lived down the street from me when i was 10.I went to school with her younger sister.Her name was kelsey.She had blonde hair and blue eyes.She was 13.We were at the movies and then I figured I 'd take a chance and try to kiss her and it worked .,N/A,No
14094392,573535,"Back of a bus on a truth or dare when I was in high school , when a moment seem to last forever .",N/A,No
14094392,573535,- Karl,N/A,No
14094409,582553,Lovely young lady even with the tassled hair or early morning frown : For the record ; I do n't think you need a coffee .,N/A,No
14094605,589621,"I adore the cold , as long as I can fly down South to walk on the beach when it 's warm .",N/A,No
14094605,589621,But normally I long for cold weather .,N/A,No
14094712,573615,My life has taken an incredible turn since I last posted in this thread .,N/A,No
14094712,573615,"I must say , the younger guy sure keeps this gal young and fit .",N/A,No
14094751,575402,"Ok here 's mine , not a very good picture of me but it 's the only one i have at the moment .",N/A,No
14095048,577427,"So do I. The small dogs like those maltese and things we call stoep kakkers , because all they are good for is leaving turds on your stoop .",N/A,Yes
14095095,598702,"I live in New Richmond , Ohio which is almost all White but the kids are brain-washed with Mtv and try to act like the Blacks they watch for hours in rap videos on Mtv .",N/A,No
14095095,598702,"For example , almost all the 12 year olds last year dressed up a `` Wiggers '' , `` Whores '' , or `` Pimps '' for Halloween !",N/A,No
14095095,598702,Literally !!!!,N/A,No
14095095,598702,"It 's parents working all the time and letting their kids watch hours of Mtv after they get home from school , makes the girls think that dressing and acting like the `` Ho 's '' in rap videos is cool and is all they are good for is to be `` pimped '' out !",N/A,No
14095095,598702,It 's common in the schools here !,N/A,No
14095164,590239,"Welcome, this is the greatest site to meet like minded white folks like yourself from all over the world .",N/A,No
14095164,590239,"I too am from cali , but moved out to utah to get away from all the filth .",N/A,Yes
14095164,590239,Anyways WELCOME !,N/A,No
14095164,590239,WPWW !,N/A,No
14095174,598714,I went through that experience moving within the same county .,N/A,No
14095174,598714,The new town has a population of approx 150 and ( gasp ) skinheads moved into town .,N/A,No
14095174,598714,The only Mexican in town has since moved out and kids can now leave their bicycles in the yard without fear .,N/A,Yes
14095174,598714,2508,N/A,No
14095328,598632,we're out just gotta keep looking i live in east texas out here its just as hard for us to find single white men,N/A,No
14095332,577560,"Watch how long she keeps her eyes on your eyes , and on you in general , when you just start turning away .",N/A,No
14095332,577560,If her eyes linger ................................... she 's yours .,N/A,No
14095491,572043,"Yeah, but I should mention that a few places there , like Beaver Falls and Aliquippa , are chock-full of filthy -- and I mean filthy -- n * * * * * s .",N/A,Yes
14095559,598744,It's not WV .,N/A,No
14095559,598744,"I do n't know if the person that said that ever leaves the house , but all I ever see are black guys and Mexicans everywhere .",N/A,Yes
14095559,598744,16,N/A,No
14095579,573498,I so hope that coon got life in jail or the death penaltyYou did and are doing the best you can nobody can ask for more .,N/A,Yes
14095593,598747,glad to see so many people out here seems like we are few and far the way things are out here,N/A,No
14095664,577427,Damn fine son you have there .,N/A,No
14095664,577427,Well done brother Just dont try teaching him how to shave as it looks like you need some lessons yourself he he,N/A,No
14095785,572043,I'll second that .,N/A,No
14095785,572043,"My mom 's people are originally from down your way in Wise Co. , and also in Tazewell and Russell .",N/A,No
14095952,572829,I do n't drink vodka but you sound like me but I am ten years older than you so it 's even worse .,N/A,No
14095952,572829,This thread was started in July are you feeling better now ?,N/A,No
14096038,572043,It is always nice to meet another person with roots in Kansas .,N/A,No
14096038,572043,I welcome you to SF and hope you make many friends here .,N/A,No
14096038,572043,Camie,N/A,No
14096041,573688,Meta you are currently the fittest person I have ever saw on the stormfront site And thats against some pretty stiff competition as well,N/A,No
14096118,577827,"drinking does ease the sorrow of a lonely life .. it 's so tempting to just go out and get drunk , and laid like i did in my youth .. but i have n't got the energy for it anymore .. more likely to lie in bed and cry until it 's time to go work .. still hoping life gets better than this : drink 2508",N/A,No
14096200,572874,I believe Bound for Glory is an Oi band similar to Rahowa or Skrewdriver .,N/A,No
14096200,572874,Someone can correct me if I 'm wrong,N/A,No
14096343,592707,"Well it 's not exactly a pic , but check out my new avatar !",N/A,No
14096343,592707,I laugh out loud every time I see it !,N/A,No
14096385,572133,The folks who are O.K. with people knowing that they 're online have those lit green dots on the bottom left-hand side of their screen name .,N/A,No
14096420,598832,still looking for white people of the same belief to talk to or maybe hang out.stength is in numbers and georgia is getting outnumbered as we speak .,N/A,No
14096493,589735,"Hi, I am very respectable nordic man , living in Finland , aged 34 .",N/A,No
14096493,589735,Looking for seriour-or-less-than-less friends of like-minded people .,N/A,No
14096493,589735,"BR , Tapio 2508",N/A,No
14096532,598828,I want to thank you for responding to my thread .,N/A,No
14096532,598828,And the general idea is to pick anyone on the site thats logged in to say hello .,N/A,No
14096532,598828,Oh and by the way WECOME TO STROMFRONT 100 % WHITE POWER WAR SKINS 2508,N/A,No
14096559,598846,if the expected war happens we better not put pride in charge of any units where navigating skills are required then .,N/A,No
14096566,573670,If I was 20 years younger I would jump at the chance .,N/A,No
14096566,573670,"Come on guys , help her show her kids the right way .",N/A,No
14096612,573615,"So am I , I 'll let them sit there for days before I reply , even if I 'm hanging out here .",N/A,No
14096627,573498,And thanks to a great mother her son will grow up to be a proud white man Btw is that the famous cat from hell,N/A,No
14096703,573498,That or they where just lazy and did n't want to digg two graves for a fallen soldier .,N/A,No
14096703,573498,It was a brutal war .,N/A,No
14096816,598821,yeah i have lived in a few big american cities as far as big cities go though i think denver is one of the beytter ones 2508,N/A,No
14096821,598873,I want to meet some single women in the Wichita area for friendship maybe more .,N/A,No
14096821,598873,I am a single parent living with my 11 year old son .,N/A,No
14096929,573615,I'm happy for the two of you .,N/A,No
14096929,573615,I 'm getting ready to head out to move in with my SF romance in a couple of days .,N/A,No
14097054,573843,14! 88 !,N/A,No
14097054,573843,I am looking for like-minded brothers and sisters in the Central New York state area who are looking to come together and form a racially aware society .,N/A,No
14097054,573843,Please e-mail or IM me .,N/A,No
14097054,573843,22270,N/A,No
14097151,598498,Well all of us Chicago based people should get together then and toast this disgustingly loving soon to be couple with a round of good brew .,N/A,No
14097203,598498,I'm sure someone will come along .,N/A,No
14097203,598498,Patience is a virtue you know .,N/A,No
14097203,598498,"Hell , I 've been single for ....",N/A,No
14097203,598498,"4 years I think , give or take a month or so .",N/A,No
14097203,598498,Relationships are highly overrated I think Hang tough .,N/A,No
14097245,585390,"I want to have 3 children ! 2 girls and 1 boy but the hardest part now is i got to try and find someone to make them with , but so far no luck",N/A,No
14097304,582625,She said she was 21 years old .,N/A,No
14097304,582625,"I mean three or four years older , like 24 or 25 years of age .",N/A,No
14097509,598917,Looking for a white girl in Virginia ( of all places ) around 21-25 .,N/A,No
14097509,598917,"I am 24 , like to hang out in my local bar have few ones and place music as much as i can .",N/A,No
14097509,598917,I am 6 ' 0 around 160lbs 100 % Hungarian. anyone out there ???? 16,N/A,No
14097590,572825,Go to the audio archive of David Duke 's Town Hall and you 'll hear the voice of David Duke and other prominent pro-white activists .,N/A,No
14097590,572825,Here is the link .,N/A,No
14097593,577427,It looks like everyone got haircuts at the door except you and your friend .,N/A,No
14097593,577427,That lady is short next to everyone else .,N/A,No
14097593,577427,Is that sign like Passop ? danger .,N/A,No
14097593,577427,Just badly spelt like everything else in Holland ?,N/A,No
14097597,577427,My God look who just finished his Taco for lunch !,N/A,No
14097597,577427,No comment ?,N/A,No
14097597,577427,Guess you must have forgotten engles from lack of use Try it is espagnol !,N/A,No
14097600,598929,"Thank you , C _ R.",N/A,No
14097600,598929,"I love them to death and would kill anyone that threatened them , but they will be hell when they get older ...",N/A,No
14097656,598329,hello all Is any one on here from Austin Texas or not far ?,N/A,No
14097656,598329,I am moving there tomorrow afternoon would love to meet other WP people in the area .,N/A,No
14097927,577372,Yes most certainly now you need to recruit more of you friends an such to join Stormfront and help our movement !,N/A,No
14097933,577427,I also dont drink and drive .,N/A,No
14097933,577427,I finish drinking and then I drive .,N/A,No
14097933,577427,What is better ?,N/A,No
14097933,577427,"Drive and risk an accident being drunk , or walk and certainly get murdered by a kaffir ?",N/A,Yes
14097993,586336,j A friend of mine had a new car and brought it to jiffy lube and they forgot to put oil in it .,N/A,No
14097993,586336,8000 $ later ( paid for byJiffylube ) his car was as good as new .,N/A,No
14098016,598968,What happened is they left .,N/A,No
14098016,598968,"I went to school there , and as soon as I was graduated , I left too .",N/A,No
14098016,598968,Get the hell out of there as soon as possible .,N/A,No
14098016,598968,Only the crazy ones stay .,N/A,No
14098018,598498,yes there 's many of us in the Chicago area .,N/A,No
14098018,598498,In fact Cyberfascist and I were trying to figure out a good spot for us to all meet .,N/A,No
14098049,598939,"LOL, pillow count means nothing , there are actually five ...",N/A,No
14098049,598939,I need them to build a little fort around me at night .,N/A,No
14098052,573573,"Very nice I have a problem with clutter in my room , I would need to throw a hell of a lot out to make mine over but good job",N/A,No
14098094,598500,"hey, maybe we can meet before I go back to school , if you want to just PM me and I can give you my AIM , yahoo , MSN ICQ whatever 2508",N/A,No
14098201,579036,I m just over on the other side of the country .,N/A,No
14098201,579036,Have you ever ridden your dirt bike to Florida ?,N/A,No
14098201,579036,Maybe we could get together !,N/A,No
14098201,579036,"Its only 3300 miles , that s not so bad. >",N/A,No
14098284,573498,Hey do you have a permit for your eyes .. coz eyes like that are lethal a man can drown in' em,N/A,No
14098544,587044,Well at least I was when is was 15 that 's how long ago the picture was taken .,N/A,No
14098544,587044,Before I became a skingirl and before I let my hair grow once again .,N/A,No
14098544,587044,Thanks for the tip // lila,N/A,No
14098605,573704,Hey Frank if I wasnt on the other side of the planet would I do .,N/A,No
14098605,573704,You know my track record from the pms I have sent ya .,N/A,No
14098671,598498,And you get credit for that ?,N/A,No
14098671,598498,That 's like the class where you get credit for learning how to sleep .,N/A,No
14098671,598498,No wonder this country is in trouble,N/A,No
14098681,572457,"Alright, I 'll send my pic out only for request in a pm .",N/A,No
14098681,572457,"Too many internet people know me by looks , and would love to crucify me for something .",N/A,No
14098696,598673,"HELLO, Angel , just wanted to say hi i live in cal but e mail me if you want to . white on sister 9",N/A,No
14098701,599056,"Hey, I am in Mesa ..",N/A,No
14098701,599056,New to the area .,N/A,No
14098701,599056,I am looking for Brothers and Sisters to hang out with .,N/A,No
14098701,599056,So IM me .,N/A,No
14098701,599056,Thanks .,N/A,No
14098701,599056,88 Kelly 2056,N/A,No
14098769,575319,"This past long weekend Aug 6th , 2007 , my buddy and I trailered his boat to the desert town of Osoyoos , British Columbia .",N/A,No
14098769,575319,This is got to be one of the few places in the world where you can drive 4-5 hours and go from rain forests to desert .,N/A,No
14098769,575319,The green strip is a well watered vineyard : Much of this lake is very shallow .,N/A,No
14098769,575319,You could be 500 feet offshore and still only be knee deep in water .,N/A,No
14098769,575319,But there are places that go as deep as 150 feet .,N/A,No
14098769,575319,The owner of that little white boat on the right claims he 's had it up to 119 mph. Hmm .,N/A,No
14098769,575319,A 750 lb boat with a 280 hp motor .,N/A,No
14098769,575319,Guess it could be .,N/A,No
14098769,575319,My buddy 's boat is anchored beside it .,N/A,No
14098769,575319,This was taken Monday morning .,N/A,No
14098769,575319,It was alot busier Saturday and Sunday .,N/A,No
14098769,575319,"Being the asocial person I am , I preferred fewer people .",N/A,No
14098769,575319,Monday afternoon .,N/A,No
14098769,575319,A few more people still holidaying .,N/A,No
14098769,575319,My buddy 's boat .,N/A,No
14098769,575319,This is rattle snake territory .,N/A,No
14098769,575319,The vegitation here has a lot of these tree with thorny burrs .,N/A,No
14098769,575319,"The following pictures were taken this morning at sunrise on top of Mount Strachan , Cypress Provincial Park , West Vancouver -- 1432m ( 4,750 feet ) .",N/A,No
14098769,575319,"The two peaks , center picture are The Lions .",N/A,No
14098769,575319,The heart of the sunrise .,N/A,No
14098769,575319,Still snow up there and that is on a south face slope so it gets sun there .,N/A,No
14098769,575319,Over looking Howe Sound .,N/A,No
14098769,575319,"In the winter this area is fenced off with signs with skull and cross bones that say ' Danger , do not go beyond this point . '",N/A,No
14098769,575319,"Yet every year a snow boarder or skier see the untouched snow and ca n't resist and ends up going over a 1,000 foot cliff to his death .",N/A,No
14098813,590151,Well it was only an animal instinct .,N/A,No
14098813,590151,"As I have say , they do not think their acts as humans do .",N/A,No
14098813,590151,Some humans do not think them too sometimes .,N/A,No
14098813,590151,2508,N/A,No
14098819,599062,In my opinion this whole gay thing is fashionable now because of the media who constantly force it down your throat .,N/A,No
14098819,599062,Who controls the media ?,N/A,No
14098819,599062,I wonder ???? 11,N/A,No
14098878,598498,I was always under the impression that there was always more women in the world than men .,N/A,No
14098878,598498,As it 's very common among most animal species as well as just females are generally considered to be more necassary if you will .,N/A,No
14098899,599071,Sorry to hear you 're so down .,N/A,No
14098899,599071,If you 'd like to talk just send me a message .,N/A,No
14098899,599071,It will get better ...,N/A,No
14098899,599071,2508,N/A,No
14098906,580975,I wonder if many blacks or Asians have died in a similar circumstances .,N/A,No
14098906,580975,"Of course , they are more virile than us , so that would n't happen would it ?!!!",N/A,Yes
14099034,573676,It'd be nice to know .,N/A,No
14099034,573676,"Maybe some of us can meet , move in next to or near each other , and start building up White communities and keep it spreading across the country .",N/A,No
